Year_Country,Country,Year,fossil_fuel_consumption,wind_consumption,hydro_consumption,solar_consumption,biofuel_consumption,coal_consumption
1965_Algeria,Algeria,1965,23.65,0.0,1.111,0.0,0.0,0.814
1966_Algeria,Algeria,1966,28.783,0.0,0.986,0.0,0.0,0.791
1967_Algeria,Algeria,1967,27.035,0.0,1.139,0.0,0.0,0.605
1968_Algeria,Algeria,1968,28.68,0.0,1.564,0.0,0.0,0.64
1969_Algeria,Algeria,1969,32.472,0.0,1.003,0.0,0.0,0.814
1970_Algeria,Algeria,1970,35.044,0.0,1.611,0.0,0.0,0.965
1971_Algeria,Algeria,1971,38.757,0.0,0.917,0.0,0.0,0.267
1972_Algeria,Algeria,1972,43.184,0.0,1.375,0.0,0.0,0.233
1973_Algeria,Algeria,1973,51.027,0.0,2.089,0.0,0.0,0.267
1974_Algeria,Algeria,1974,57.439,0.0,1.381,0.0,0.0,0.221
1975_Algeria,Algeria,1975,69.4,0.0,0.911,0.0,0.0,0.279
1976_Algeria,Algeria,1976,80.952,0.0,1.081,0.0,0.0,0.547
1977_Algeria,Algeria,1977,89.417,0.0,0.747,0.0,0.0,0.709
1978_Algeria,Algeria,1978,112.622,0.0,0.694,0.0,0.0,0.361
1979_Algeria,Algeria,1979,147.68,0.0,0.808,0.0,0.0,0.837
1980_Algeria,Algeria,1980,176.383,0.0,0.714,0.0,0.0,0.744
1981_Algeria,Algeria,1981,214.104,0.0,1.017,0.0,0.0,0.523
1982_Algeria,Algeria,1982,246.696,0.0,1.331,0.0,0.0,9.711
1983_Algeria,Algeria,1983,270.272,0.0,0.653,0.0,0.0,8.664
1984_Algeria,Algeria,1984,258.86,0.0,1.256,0.0,0.0,9.606
1985_Algeria,Algeria,1985,260.387,0.0,1.794,0.0,0.0,10.025
1986_Algeria,Algeria,1986,276.752,0.0,0.694,0.0,0.0,10.293
1987_Algeria,Algeria,1987,283.693,0.0,1.386,0.0,0.0,12.305
1988_Algeria,Algeria,1988,304.881,0.0,0.508,0.0,0.0,11.572
1989_Algeria,Algeria,1989,296.4,0.0,0.628,0.0,0.0,9.781
1990_Algeria,Algeria,1990,314.575,0.0,0.375,0.0,0.0,7.664
1991_Algeria,Algeria,1991,311.229,0.0,0.814,0.0,0.0,7.908
1992_Algeria,Algeria,1992,319.639,0.0,0.553,0.0,0.0,9.397
1993_Algeria,Algeria,1993,296.951,0.0,0.981,0.0,0.0,7.653
1994_Algeria,Algeria,1994,301.43,0.0,0.461,0.0,0.0,7.211
1995_Algeria,Algeria,1995,312.574,0.0,0.536,0.0,0.0,7.211
1996_Algeria,Algeria,1996,309.526,0.0,0.375,0.0,0.0,3.396
1997_Algeria,Algeria,1997,297.638,0.0,0.208,0.0,0.0,5.955
1998_Algeria,Algeria,1998,307.713,0.0,0.597,0.0,0.0,6.373
1999_Algeria,Algeria,1999,310.834,0.0,0.564,0.0,0.0,6.827
2000_Algeria,Algeria,2000,299.786,0.0,0.15,0.0,0.0,5.641
2001_Algeria,Algeria,2001,310.611,0.0,0.19,0.0,0.0,6.513
2002_Algeria,Algeria,2002,321.784,0.0,0.156,0.0,0.0,8.548
2003_Algeria,Algeria,2003,336.154,0.0,0.722,0.0,0.0,7.048
2004_Algeria,Algeria,2004,349.055,0.0,0.679,0.0,0.0,8.408
2005_Algeria,Algeria,2005,364.682,0.0,1.494,0.0,0.0,6.908
2006_Algeria,Algeria,2006,378.601,0.0,0.582,0.0,0.0,10.258
2007_Algeria,Algeria,2007,399.001,0.0,0.6,0.0,0.0,8.804
2008_Algeria,Algeria,2008,422.762,0.0,0.747,0.0,0.0,8.804
2009_Algeria,Algeria,2009,447.905,0.0,0.897,0.0,0.0,5.652
2010_Algeria,Algeria,2010,436.927,0.0,0.451,0.024,0.0,3.605
2011_Algeria,Algeria,2011,463.396,0.0,0.98,0.047,0.0,3.198
2012_Algeria,Algeria,2012,506.532,0.0,1.002,0.069,0.0,3.396
2013_Algeria,Algeria,2013,536.629,0.0,0.253,0.073,0.0,1.838
2014_Algeria,Algeria,2014,584.926,0.003,0.491,0.153,0.0,2.082
2015_Algeria,Algeria,2015,616.921,0.048,0.367,0.147,0.0,1.547
2016_Algeria,Algeria,2016,615.974,0.048,0.181,0.616,0.0,0.57
2017_Algeria,Algeria,2017,622.064,0.048,0.14,1.26,0.0,2.117
2018_Algeria,Algeria,2018,670.257,0.025,0.291,1.499,0.0,5.815
2019_Algeria,Algeria,2019,703.118,0.025,0.375,1.523,0.0,5.815
1965_Argentina,Argentina,1965,309.829,0.0,3.403,0.0,0.0,8.455
1966_Argentina,Argentina,1966,320.194,0.0,3.447,0.0,0.0,6.972
1967_Argentina,Argentina,1967,329.727,0.0,3.531,0.0,0.0,7.84
1968_Argentina,Argentina,1968,340.626,0.0,4.161,0.0,0.0,7.619
1969_Argentina,Argentina,1969,352.909,0.0,3.733,0.0,0.0,9.122
1970_Argentina,Argentina,1970,332.427,0.0,4.319,0.0,0.0,11.723
1971_Argentina,Argentina,1971,353.456,0.0,4.289,0.0,0.0,10.278
1972_Argentina,Argentina,1972,359.933,0.0,4.178,0.0,0.0,8.651
1973_Argentina,Argentina,1973,371.522,0.0,8.317,0.0,0.0,9.497
1974_Argentina,Argentina,1974,379.555,0.0,13.967,0.0,0.0,11.826
1975_Argentina,Argentina,1975,364.976,0.0,14.447,0.0,0.0,11.511
1976_Argentina,Argentina,1976,386.419,0.0,13.925,0.0,0.0,11.643
1977_Argentina,Argentina,1977,405.139,0.0,16.017,0.0,0.0,11.009
1978_Argentina,Argentina,1978,404.719,0.0,21.533,0.0,0.0,13.419
1979_Argentina,Argentina,1979,423.441,0.0,29.611,0.0,0.0,12.502
1980_Argentina,Argentina,1980,411.532,0.0,42.067,0.0,0.0,11.145
1981_Argentina,Argentina,1981,394.981,0.0,40.792,0.0,0.0,10.56
1982_Argentina,Argentina,1982,400.123,0.0,48.869,0.0,0.0,10.666
1983_Argentina,Argentina,1983,413.77,0.0,51.164,0.0,0.0,9.68
1984_Argentina,Argentina,1984,405.564,0.0,55.222,0.0,0.0,7.185
1985_Argentina,Argentina,1985,388.801,0.0,57.35,0.0,0.0,10.6
1986_Argentina,Argentina,1986,435.933,0.0,58.358,0.0,0.0,12.109
1987_Argentina,Argentina,1987,454.563,0.0,60.669,0.0,0.0,13.44
1988_Argentina,Argentina,1988,482.442,0.0,41.758,0.0,0.0,13.772
1989_Argentina,Argentina,1989,468.252,0.0,36.014,0.0,0.0,14.903
1990_Argentina,Argentina,1990,443.03,0.0,49.656,0.0,0.0,12.266
1991_Argentina,Argentina,1991,452.215,0.0,45.058,0.0,0.0,10.794
1992_Argentina,Argentina,1992,483.469,0.0,54.942,0.0,0.0,12.168
1993_Argentina,Argentina,1993,489.111,0.0,65.432,0.0,0.0,8.07
1994_Argentina,Argentina,1994,486.136,0.0,77.702,0.0,0.0,7.065
1995_Argentina,Argentina,1995,511.793,0.0,79.05,0.0,0.0,7.414
1996_Argentina,Argentina,1996,560.375,0.027,72.07,0.0,0.0,7.767
1997_Argentina,Argentina,1997,535.408,0.041,91.75,0.0,0.0,6.128
1998_Argentina,Argentina,1998,562.239,0.09,90.061,0.0,0.0,8.237
1999_Argentina,Argentina,1999,564.152,0.097,73.695,0.0,0.0,9.885
2000_Argentina,Argentina,2000,572.457,0.097,94.539,0.0,0.0,7.513
2001_Argentina,Argentina,2001,541.622,0.136,115.642,0.0,0.0,6.157
2002_Argentina,Argentina,2002,513.836,0.201,113.7,0.0,0.0,4.586
2003_Argentina,Argentina,2003,563.029,0.212,106.468,0.0,0.0,5.594
2004_Argentina,Argentina,2004,610.259,0.196,95.836,0.0,0.0,9.52
2005_Argentina,Argentina,2005,651.139,0.193,105.847,0.0,0.0,10.962
2006_Argentina,Argentina,2006,676.39,0.186,116.605,0.0,0.0,9.924
2007_Argentina,Argentina,2007,730.242,0.164,100.25,0.0,0.0,14.36
2008_Argentina,Argentina,2008,746.359,0.111,98.196,0.0,0.0,17.516
2009_Argentina,Argentina,2009,718.798,0.097,106.993,0.0,0.0,9.621
2010_Argentina,Argentina,2010,760.64,0.066,105.71,0.0,5.962,13.472
2011_Argentina,Argentina,2011,779.77,0.069,102.728,0.004,8.8,14.619
2012_Argentina,Argentina,2012,810.043,0.953,94.984,0.021,10.877,13.669
2013_Argentina,Argentina,2013,839.406,1.161,104.202,0.039,12.06,14.939
2014_Argentina,Argentina,2014,834.515,1.577,103.995,0.041,14.111,15.892
2015_Argentina,Argentina,2015,849.631,1.501,105.671,0.037,15.394,15.814
2016_Argentina,Argentina,2016,853.663,1.376,96.202,0.036,16.339,12.189
2017_Argentina,Argentina,2017,845.421,1.529,103.858,0.041,18.784,12.525
2018_Argentina,Argentina,2018,835.064,3.511,103.511,0.269,17.946,13.709
2019_Argentina,Argentina,2019,810.582,12.371,91.785,1.98,18.322,6.348
1965_Australia,Australia,1965,383.175,0.0,21.36,0.0,0.0,202.028
1966_Australia,Australia,1966,423.476,0.0,20.403,0.0,0.0,209.389
1967_Australia,Australia,1967,449.677,0.0,21.127,0.0,0.0,215.25
1968_Australia,Australia,1968,477.284,0.0,22.085,0.0,0.0,221.695
1969_Australia,Australia,1969,495.853,0.0,24.123,0.0,0.0,229.278
1970_Australia,Australia,1970,539.194,0.0,28.252,0.0,0.0,231.695
1971_Australia,Australia,1971,563.941,0.0,31.965,0.0,0.0,232.57
1972_Australia,Australia,1972,591.039,0.0,32.093,0.0,0.0,242.931
1973_Australia,Australia,1973,631.948,0.0,34.127,0.0,0.0,252.986
1974_Australia,Australia,1974,669.507,0.0,38.539,0.0,0.0,264.07
1975_Australia,Australia,1975,678.317,0.0,41.355,0.0,0.0,272.542
1976_Australia,Australia,1976,705.691,0.0,39.316,0.0,0.0,281.792
1977_Australia,Australia,1977,744.55,0.0,37.622,0.0,0.0,294.181
1978_Australia,Australia,1978,760.901,0.0,40.765,0.0,0.0,301.861
1979_Australia,Australia,1979,793.725,0.0,39.572,0.0,0.0,315.542
1980_Australia,Australia,1980,801.616,0.0,37.407,0.0,0.0,324.764
1981_Australia,Australia,1981,807.427,0.0,38.518,0.0,0.0,333.139
1982_Australia,Australia,1982,809.639,0.0,35.473,0.0,0.0,336.681
1983_Australia,Australia,1983,813.455,0.0,33.677,0.0,0.0,336.556
1984_Australia,Australia,1984,847.687,0.0,36.461,0.0,0.0,355.903
1985_Australia,Australia,1985,852.165,0.0,38.724,0.0,0.0,368.139
1986_Australia,Australia,1986,882.099,0.0,38.961,0.0,0.0,377.486
1987_Australia,Australia,1987,907.861,0.0,37.816,0.0,0.0,393.361
1988_Australia,Australia,1988,949.186,0.0,39.818,0.0,0.0,413.764
1989_Australia,Australia,1989,997.009,0.0,39.594,0.0,0.0,433.959
1990_Australia,Australia,1990,1014.049,0.0,40.999,0.0,0.0,444.348
1991_Australia,Australia,1991,1004.912,0.0,43.482,0.015,0.0,453.264
1992_Australia,Australia,1992,1014.883,0.0,44.282,0.034,0.0,455.959
1993_Australia,Australia,1993,1043.869,0.006,45.519,0.041,0.0,458.889
1994_Australia,Australia,1994,1087.974,0.015,44.861,0.048,0.0,468.264
1995_Australia,Australia,1995,1119.145,0.019,43.419,0.059,0.0,484.167
1996_Australia,Australia,1996,1147.24,0.019,44.357,0.071,0.0,503.959
1997_Australia,Australia,1997,1177.299,0.021,44.313,0.085,0.0,529.459
1998_Australia,Australia,1998,1206.011,0.05,43.883,0.099,0.0,553.084
1999_Australia,Australia,1999,1259.258,0.119,45.226,0.113,0.0,587.37
2000_Australia,Australia,2000,1264.793,0.372,45.74,0.13,0.0,591.584
2001_Australia,Australia,2001,1277.953,0.792,44.497,0.149,0.0,585.612
2002_Australia,Australia,2002,1296.045,1.463,44.131,0.16,0.0,598.795
2003_Australia,Australia,2003,1314.682,1.918,44.163,0.172,0.0,615.945
2004_Australia,Australia,2004,1358.446,2.152,42.464,0.197,0.0,641.831
2005_Australia,Australia,2005,1349.633,3.494,41.601,0.226,0.08,638.129
2006_Australia,Australia,2006,1432.939,5.779,39.948,0.261,0.946,655.413
2007_Australia,Australia,2007,1451.875,7.576,34.661,0.302,3.608,649.729
2008_Australia,Australia,2008,1475.171,9.129,31.189,0.367,8.652,677.221
2009_Australia,Australia,2009,1455.724,11.642,33.166,0.761,12.698,654.79
2010_Australia,Australia,2010,1450.189,12.998,35.841,2.549,19.16,607.329
2011_Australia,Australia,2011,1482.664,16.668,50.72,5.298,20.221,591.993
2012_Australia,Australia,2012,1466.998,19.898,43.881,6.213,18.007,554.398
2013_Australia,Australia,2013,1466.687,23.705,48.872,9.85,17.071,526.176
2014_Australia,Australia,2014,1497.662,24.882,36.861,12.602,16.366,521.82
2015_Australia,Australia,2015,1515.937,29.949,35.632,15.701,14.863,540.351
2016_Australia,Australia,2016,1516.339,32.759,44.338,18.798,12.685,539.997
2017_Australia,Australia,2017,1518.533,32.988,33.755,22.394,14.323,521.485
2018_Australia,Australia,2018,1526.401,40.789,43.136,30.519,15.849,512.375
2019_Australia,Australia,2019,1627.912,48.347,35.395,44.45,15.484,495.309
1965_Austria,Austria,1965,141.941,0.0,44.675,0.0,0.0,59.115
1966_Austria,Austria,1966,147.078,0.0,48.142,0.0,0.0,56.468
1967_Austria,Austria,1967,148.031,0.0,49.161,0.0,0.0,53.451
1968_Austria,Austria,1968,160.469,0.0,50.514,0.0,0.0,52.774
1969_Austria,Austria,1969,172.492,0.0,46.439,0.0,0.0,51.936
1970_Austria,Austria,1970,191.196,0.0,59.138,0.0,0.0,55.854
1971_Austria,Austria,1971,203.347,0.0,46.723,0.0,0.0,51.234
1972_Austria,Austria,1972,210.707,0.0,48.021,0.0,0.0,46.454
1973_Austria,Austria,1973,224.709,0.0,53.359,0.0,0.0,46.17
1974_Austria,Austria,1974,215.803,0.0,63.089,0.0,0.0,48.723
1975_Austria,Austria,1975,210.702,0.0,66.098,0.0,0.0,42.341
1976_Austria,Austria,1976,230.082,0.0,57.127,0.0,0.0,45.06
1977_Austria,Austria,1977,217.907,0.0,69.224,0.0,0.0,37.8
1978_Austria,Austria,1978,230.44,0.0,69.28,0.0,0.0,38.402
1979_Austria,Austria,1979,239.135,0.0,78.047,0.0,0.0,41.686
1980_Austria,Austria,1980,234.796,0.0,80.861,0.0,0.0,42.835
1981_Austria,Austria,1981,220.305,0.0,85.687,0.0,0.0,43.85
1982_Austria,Austria,1982,209.962,0.0,85.823,0.0,0.0,41.706
1983_Austria,Austria,1983,209.993,0.0,85.018,0.0,0.0,44.656
1984_Austria,Austria,1984,218.075,0.0,74.582,0.0,0.0,50.886
1985_Austria,Austria,1985,221.793,0.0,85.487,0.0,0.0,50.815
1986_Austria,Austria,1986,220.942,0.0,85.844,0.0,0.0,45.303
1987_Austria,Austria,1987,226.486,0.0,98.3,0.0,0.0,44.939
1988_Austria,Austria,1988,221.397,0.0,98.067,0.0,0.0,43.034
1989_Austria,Austria,1989,223.71,0.0,97.451,0.0,0.0,43.228
1990_Austria,Austria,1990,238.766,0.0,87.525,0.0,0.074,47.641
1991_Austria,Austria,1991,255.092,0.0,87.343,0.0,0.082,49.972
1992_Austria,Austria,1992,239.168,0.0,96.801,0.0,0.091,38.882
1993_Austria,Austria,1993,239.694,0.0,101.96,0.003,0.104,34.959
1994_Austria,Austria,1994,240.95,0.0,99.188,0.003,0.074,35.454
1995_Austria,Austria,1995,251.926,0.003,102.965,0.003,0.131,40.339
1996_Austria,Austria,1996,261.676,0.014,95.045,0.003,0.129,40.51
1997_Austria,Austria,1997,263.393,0.056,100.293,0.006,0.152,42.969
1998_Austria,Austria,1998,265.774,0.125,103.232,0.006,0.156,37.83
1999_Austria,Austria,1999,264.691,0.142,113.053,0.006,0.184,37.57
2000_Austria,Austria,2000,262.847,0.186,116.21,0.008,0.198,42.479
2001_Austria,Austria,2001,281.025,0.475,111.647,0.014,0.227,43.881
2002_Austria,Austria,2002,283.582,0.557,110.3,0.025,0.235,44.58
2003_Austria,Austria,2003,307.622,0.997,90.49,0.041,0.244,47.548
2004_Austria,Austria,2004,302.939,2.501,99.516,0.049,0.249,46.576
2005_Austria,Austria,2005,306.91,3.581,99.781,0.057,0.946,46.438
2006_Austria,Austria,2006,301.003,4.685,95.307,0.06,3.397,46.398
2007_Austria,Austria,2007,284.858,5.411,98.426,0.064,3.964,44.86
2008_Austria,Austria,2008,288.778,5.309,101.18,0.08,4.843,44.316
2009_Austria,Austria,2009,267.732,5.126,107.29,0.128,6.143,33.391
2010_Austria,Austria,2010,287.842,5.381,100.027,0.232,5.991,39.261
2011_Austria,Austria,2011,273.053,5.018,88.729,0.451,6.019,40.32
2012_Austria,Austria,2012,265.938,6.342,112.829,0.869,5.957,37.455
2013_Austria,Austria,2013,266.877,8.073,107.649,1.603,5.241,38.096
2014_Austria,Austria,2014,250.796,9.787,104.368,1.998,6.503,34.896
2015_Austria,Austria,2015,257.596,12.245,93.742,2.371,7.74,37.714
2016_Austria,Austria,2016,263.486,13.165,100.201,2.756,6.42,34.98
2017_Austria,Austria,2017,274.098,16.429,95.734,3.172,5.604,36.252
2018_Austria,Austria,2018,269.233,14.988,93.545,3.573,5.854,33.218
2019_Austria,Austria,2019,276.211,18.412,100.861,3.347,5.939,34.956
1985_Azerbaijan,Azerbaijan,1985,230.855,0.0,3.646,0.0,0.0,1.07
1986_Azerbaijan,Azerbaijan,1986,250.218,0.0,2.234,0.0,0.0,1.07
1987_Azerbaijan,Azerbaijan,1987,242.41,0.0,2.234,0.0,0.0,1.07
1988_Azerbaijan,Azerbaijan,1988,242.908,0.0,1.94,0.0,0.0,1.07
1989_Azerbaijan,Azerbaijan,1989,247.744,0.0,1.94,0.0,0.0,1.07
1990_Azerbaijan,Azerbaijan,1990,255.4,0.0,4.606,0.0,0.0,1.035
1991_Azerbaijan,Azerbaijan,1991,244.911,0.0,4.887,0.0,0.0,0.779
1992_Azerbaijan,Azerbaijan,1992,209.042,0.0,4.854,0.0,0.0,0.14
1993_Azerbaijan,Azerbaijan,1993,178.67,0.0,6.739,0.0,0.0,0.035
1994_Azerbaijan,Azerbaijan,1994,165.326,0.0,5.083,0.0,0.0,0.047
1995_Azerbaijan,Azerbaijan,1995,155.921,0.0,4.322,0.0,0.0,0.035
1996_Azerbaijan,Azerbaijan,1996,127.103,0.0,4.269,0.0,0.0,0.035
1997_Azerbaijan,Azerbaijan,1997,121.004,0.0,4.756,0.0,0.0,0.035
2001_Azerbaijan,Azerbaijan,2001,122.96,0.0,3.59,0.0,0.0,0.035
2002_Azerbaijan,Azerbaijan,2002,119.412,0.0,5.539,0.0,0.0,0.023
2003_Azerbaijan,Azerbaijan,2003,128.434,0.0,6.729,0.0,0.0,0.035
2004_Azerbaijan,Azerbaijan,2004,145.812,0.0,7.458,0.0,0.0,0.011
2005_Azerbaijan,Azerbaijan,2005,158.068,0.0,8.095,0.0,0.0,0.037
2006_Azerbaijan,Azerbaijan,2006,156.766,0.0,6.731,0.0,0.0,0.037
2007_Azerbaijan,Azerbaijan,2007,141.62,0.0,6.279,0.0,0.0,0.057
2008_Azerbaijan,Azerbaijan,2008,143.445,0.0,5.892,0.0,0.0,0.043
2009_Azerbaijan,Azerbaijan,2009,125.875,0.006,6.056,0.0,0.0,0.043
2010_Azerbaijan,Azerbaijan,2010,121.15,0.001,8.986,0.0,0.0,0.065
2011_Azerbaijan,Azerbaijan,2011,137.84,0.0,6.934,0.0,0.0,0.057
2012_Azerbaijan,Azerbaijan,2012,144.468,0.0,4.69,0.0,0.0,0.043
2013_Azerbaijan,Azerbaijan,2013,149.37,0.002,3.812,0.002,0.0,0.036
2014_Azerbaijan,Azerbaijan,2014,152.86,0.006,3.308,0.007,0.0,0.022
2015_Azerbaijan,Azerbaijan,2015,166.603,0.012,4.142,0.012,0.0,0.036
2016_Azerbaijan,Azerbaijan,2016,164.056,0.057,4.927,0.089,0.0,0.014
2017_Azerbaijan,Azerbaijan,2017,161.403,0.055,4.366,0.093,0.0,0.014
2018_Azerbaijan,Azerbaijan,2018,166.049,0.204,4.394,0.098,0.0,0.014
2019_Azerbaijan,Azerbaijan,2019,177.629,0.333,3.874,0.108,0.0,0.014
1972_Bangladesh,Bangladesh,1972,15.402,0.0,0.486,0.0,0.0,1.087
1973_Bangladesh,Bangladesh,1973,18.703,0.0,0.919,0.0,0.0,1.413
1974_Bangladesh,Bangladesh,1974,19.602,0.0,0.675,0.0,0.0,1.256
1975_Bangladesh,Bangladesh,1975,21.807,0.0,1.211,0.0,0.0,1.453
1976_Bangladesh,Bangladesh,1976,25.035,0.0,1.372,0.0,0.0,1.436
1977_Bangladesh,Bangladesh,1977,25.896,0.0,1.214,0.0,0.0,1.5
1978_Bangladesh,Bangladesh,1978,27.811,0.0,1.406,0.0,0.0,1.453
1979_Bangladesh,Bangladesh,1979,30.731,0.0,1.631,0.0,0.0,1.081
1980_Bangladesh,Bangladesh,1980,34.854,0.0,1.619,0.0,0.0,1.444
1981_Bangladesh,Bangladesh,1981,34.992,0.0,1.736,0.0,0.0,1.485
1982_Bangladesh,Bangladesh,1982,39.095,0.0,1.453,0.0,0.0,1.799
1983_Bangladesh,Bangladesh,1983,38.233,0.0,1.839,0.0,0.0,1.018
1984_Bangladesh,Bangladesh,1984,40.79,0.0,2.492,0.0,0.0,0.407
1985_Bangladesh,Bangladesh,1985,46.089,0.0,2.053,0.0,0.0,0.57
1986_Bangladesh,Bangladesh,1986,51.206,0.0,1.25,0.0,0.0,0.86
1987_Bangladesh,Bangladesh,1987,56.456,0.0,1.436,0.0,0.0,1.354
1988_Bangladesh,Bangladesh,1988,62.58,0.0,1.875,0.0,0.0,1.395
1989_Bangladesh,Bangladesh,1989,66.894,0.0,2.556,0.0,0.0,1.453
1990_Bangladesh,Bangladesh,1990,71.242,0.0,2.456,0.0,0.0,3.273
1991_Bangladesh,Bangladesh,1991,68.777,0.0,2.328,0.0,0.0,1.046
1992_Bangladesh,Bangladesh,1992,75.357,0.0,2.211,0.0,0.0,0.982
1993_Bangladesh,Bangladesh,1993,83.638,0.0,1.689,0.0,0.0,0.366
1994_Bangladesh,Bangladesh,1994,88.186,0.0,2.353,0.0,0.0,0.343
1995_Bangladesh,Bangladesh,1995,106.009,0.0,1.033,0.0,0.0,3.732
1996_Bangladesh,Bangladesh,1996,110.017,0.0,2.053,0.0,0.0,2.046
1997_Bangladesh,Bangladesh,1997,115.765,0.0,1.997,0.0,0.0,3.755
1998_Bangladesh,Bangladesh,1998,123.001,0.0,2.403,0.0,0.0,1.081
1999_Bangladesh,Bangladesh,1999,124.522,0.0,2.314,0.0,0.0,0.535
2000_Bangladesh,Bangladesh,2000,133.906,0.0,2.081,0.0,0.0,3.836
2001_Bangladesh,Bangladesh,2001,152.668,0.0,2.74,0.0,0.0,4.069
2002_Bangladesh,Bangladesh,2002,158.325,0.0,2.054,0.0,0.0,4.249
2003_Bangladesh,Bangladesh,2003,167.944,0.0,2.041,0.002,0.0,4.063
2004_Bangladesh,Bangladesh,2004,173.801,0.0,2.028,0.005,0.0,4.069
2005_Bangladesh,Bangladesh,2005,187.605,0.0,2.015,0.009,0.0,8.348
2006_Bangladesh,Bangladesh,2006,203.441,0.004,2.002,0.014,0.0,12.684
2007_Bangladesh,Bangladesh,2007,208.275,0.004,1.99,0.024,0.0,10.351
2008_Bangladesh,Bangladesh,2008,219.933,0.008,2.508,0.04,0.0,10.896
2009_Bangladesh,Bangladesh,2009,243.414,0.013,1.094,0.066,0.0,13.615
2010_Bangladesh,Bangladesh,2010,248.374,0.013,1.901,0.116,0.0,8.676
2011_Bangladesh,Bangladesh,2011,269.68,0.013,2.26,0.151,0.0,12.916
2012_Bangladesh,Bangladesh,2012,289.059,0.013,2.001,0.234,0.0,10.657
2013_Bangladesh,Bangladesh,2013,297.956,0.013,1.865,0.332,0.0,14.754
2014_Bangladesh,Bangladesh,2014,311.028,0.013,1.442,0.425,0.0,9.313
2015_Bangladesh,Bangladesh,2015,365.23,0.013,2.272,0.502,0.0,31.023
2016_Bangladesh,Bangladesh,2016,370.27,0.013,2.225,0.535,0.0,22.95
2017_Bangladesh,Bangladesh,2017,383.526,0.013,2.574,0.686,0.0,24.873
2018_Bangladesh,Bangladesh,2018,408.752,0.013,2.151,0.74,0.0,28.427
2019_Bangladesh,Bangladesh,2019,485.273,0.013,2.038,1.042,0.0,40.092
1985_Belarus,Belarus,1985,407.985,0.0,0.056,0.0,0.0,25.112
1986_Belarus,Belarus,1986,465.78,0.0,0.056,0.0,0.0,27.472
1987_Belarus,Belarus,1987,472.561,0.0,0.056,0.0,0.0,26.711
1988_Belarus,Belarus,1988,479.346,0.0,0.056,0.0,0.0,28.616
1989_Belarus,Belarus,1989,463.602,0.0,0.056,0.0,0.0,28.092
1990_Belarus,Belarus,1990,444.514,0.0,0.056,0.0,0.0,24.71
1991_Belarus,Belarus,1991,439.715,0.0,0.05,0.0,0.0,23.473
1992_Belarus,Belarus,1992,416.021,0.0,0.047,0.0,0.0,19.55
1993_Belarus,Belarus,1993,333.17,0.0,0.053,0.0,0.0,16.79
1994_Belarus,Belarus,1994,277.628,0.0,0.053,0.0,0.0,11.764
1995_Belarus,Belarus,1995,251.889,0.0,0.056,0.0,0.0,11.07
1996_Belarus,Belarus,1996,258.286,0.0,0.044,0.0,0.0,13.435
1997_Belarus,Belarus,1997,260.858,0.0,0.058,0.0,0.0,14.157
1998_Belarus,Belarus,1998,255.248,0.0,0.078,0.0,0.0,12.564
1999_Belarus,Belarus,1999,248.478,0.0,0.053,0.0,0.0,11.656
2000_Belarus,Belarus,2000,255.324,0.0,0.075,0.0,0.0,11.572
2001_Belarus,Belarus,2001,248.884,0.0,0.083,0.0,0.0,8.309
2002_Belarus,Belarus,2002,256.297,0.0,0.08,0.0,0.0,7.837
2003_Belarus,Belarus,2003,255.155,0.0,0.076,0.0,0.0,7.377
2004_Belarus,Belarus,2004,287.386,0.003,0.089,0.0,0.0,7.226
2005_Belarus,Belarus,2005,286.352,0.003,0.097,0.0,0.0,7.98
2006_Belarus,Belarus,2006,304.169,0.003,0.094,0.0,0.0,7.145
2007_Belarus,Belarus,2007,296.992,0.003,0.093,0.0,0.0,8.08
2008_Belarus,Belarus,2008,300.353,0.003,0.103,0.0,0.0,7.533
2009_Belarus,Belarus,2009,284.489,0.003,0.118,0.0,0.0,7.177
2010_Belarus,Belarus,2010,301.882,0.003,0.117,0.0,0.0,7.507
2011_Belarus,Belarus,2011,300.223,0.01,0.109,0.0,0.0,9.019
2012_Belarus,Belarus,2012,324.357,0.015,0.185,0.0,0.0,9.199
2013_Belarus,Belarus,2013,285.884,0.02,0.353,0.001,0.0,9.764
2014_Belarus,Belarus,2014,295.215,0.023,0.308,0.005,0.0,9.686
2015_Belarus,Belarus,2015,268.136,0.099,0.281,0.023,0.0,8.614
2016_Belarus,Belarus,2016,266.516,0.184,0.357,0.065,0.0,9.464
2017_Belarus,Belarus,2017,271.089,0.243,1.013,0.223,0.0,9.789
2018_Belarus,Belarus,2018,289.382,0.246,0.805,0.293,0.0,10.283
2019_Belarus,Belarus,2019,291.915,0.263,0.802,0.297,0.0,10.968
1965_Belgium,Belgium,1965,412.137,0.0,0.756,0.0,0.0,222.937
1966_Belgium,Belgium,1966,396.958,0.0,0.831,0.0,0.0,203.371
1967_Belgium,Belgium,1967,416.685,0.0,0.661,0.0,0.0,199.597
1968_Belgium,Belgium,1968,464.523,0.0,0.678,0.0,0.0,206.064
1969_Belgium,Belgium,1969,510.033,0.0,0.639,0.0,0.0,200.691
1970_Belgium,Belgium,1970,538.702,0.0,0.683,0.0,0.0,189.135
1971_Belgium,Belgium,1971,528.939,0.0,0.372,0.0,0.0,156.617
1972_Belgium,Belgium,1972,562.17,0.0,0.5,0.0,0.0,149.584
