Year_Country,Country,Year,fossil_fuel_consumption,wind_consumption,hydro_consumption,solar_consumption,biofuel_consumption,coal_consumption
2003_Lithuania,Lithuania,2003,58.056,0.0,0.886,0.0,0.0,2.029
2004_Lithuania,Lithuania,2004,59.972,0.003,1.138,0.0,0.0,1.962
2005_Lithuania,Lithuania,2005,63.72,0.005,1.212,0.0,0.0,2.149
2006_Lithuania,Lithuania,2006,64.428,0.037,1.061,0.0,0.0,2.919
2007_Lithuania,Lithuania,2007,68.999,0.282,1.117,0.0,0.0,2.902
2008_Lithuania,Lithuania,2008,67.993,0.346,1.061,0.0,0.0,2.462
2009_Lithuania,Lithuania,2009,57.625,0.414,1.113,0.0,0.0,1.957
2010_Lithuania,Lithuania,2010,62.612,0.584,1.408,0.0,0.0,2.407
2011_Lithuania,Lithuania,2011,64.589,1.231,1.244,0.0,0.0,2.788
2012_Lithuania,Lithuania,2012,64.509,1.391,1.088,0.006,0.0,2.718
2013_Lithuania,Lithuania,2013,58.344,1.543,1.334,0.115,0.0,3.127
2014_Lithuania,Lithuania,2014,56.103,1.626,1.013,0.186,0.0,2.646
2015_Lithuania,Lithuania,2015,58.345,2.05,0.884,0.185,0.0,2.121
2016_Lithuania,Lithuania,2016,58.565,2.857,1.141,0.167,0.0,2.149
2017_Lithuania,Lithuania,2017,60.992,3.41,1.506,0.166,0.0,2.304
2018_Lithuania,Lithuania,2018,63.244,2.846,1.118,0.199,0.0,2.459
2019_Lithuania,Lithuania,2019,62.286,3.613,0.857,0.223,0.0,2.37
1965_Luxembourg,Luxembourg,1965,41.549,0.0,0.24,0.0,0.0,31.716
1966_Luxembourg,Luxembourg,1966,39.827,0.0,0.216,0.0,0.0,28.638
1967_Luxembourg,Luxembourg,1967,39.192,0.0,0.244,0.0,0.0,26.834
1968_Luxembourg,Luxembourg,1968,42.404,0.0,0.249,0.0,0.0,28.762
1969_Luxembourg,Luxembourg,1969,45.689,0.0,0.217,0.0,0.0,30.556
1970_Luxembourg,Luxembourg,1970,47.426,0.0,0.239,0.0,0.0,31.33
1971_Luxembourg,Luxembourg,1971,45.7,0.0,0.135,0.0,0.0,28.873
1972_Luxembourg,Luxembourg,1972,47.105,0.0,0.16,0.0,0.0,28.416
1973_Luxembourg,Luxembourg,1973,49.966,0.0,0.141,0.0,0.0,28.156
1974_Luxembourg,Luxembourg,1974,50.672,0.0,0.208,0.0,0.0,30.017
1975_Luxembourg,Luxembourg,1975,42.085,0.0,0.18,0.0,0.0,22.825
1976_Luxembourg,Luxembourg,1976,42.222,0.0,0.113,0.0,0.0,21.139
1977_Luxembourg,Luxembourg,1977,39.248,0.0,0.218,0.0,0.0,18.22
1978_Luxembourg,Luxembourg,1978,40.849,0.0,0.208,0.0,0.0,19.263
1979_Luxembourg,Luxembourg,1979,41.972,0.0,0.227,0.0,0.0,21.391
1980_Luxembourg,Luxembourg,1980,38.658,0.0,0.24,0.0,0.0,21.22
1981_Luxembourg,Luxembourg,1981,32.993,0.0,0.256,0.0,0.0,17.067
1982_Luxembourg,Luxembourg,1982,30.921,0.0,0.227,0.0,0.0,15.717
1983_Luxembourg,Luxembourg,1983,28.892,0.0,0.224,0.0,0.0,14.422
1984_Luxembourg,Luxembourg,1984,31.129,0.0,0.239,0.0,0.0,16.419
1985_Luxembourg,Luxembourg,1985,32.025,0.0,0.193,0.0,0.0,16.297
1986_Luxembourg,Luxembourg,1986,31.255,0.0,0.239,0.0,0.0,14.483
1987_Luxembourg,Luxembourg,1987,29.465,0.0,0.278,0.0,0.0,10.434
1988_Luxembourg,Luxembourg,1988,30.227,0.0,0.255,0.0,0.0,10.64
1989_Luxembourg,Luxembourg,1989,34.849,0.0,0.195,0.0,0.0,13.181
1990_Luxembourg,Luxembourg,1990,36.904,0.0,0.194,0.0,0.0,12.798
1991_Luxembourg,Luxembourg,1991,39.636,0.0,0.233,0.0,0.0,12.173
1992_Luxembourg,Luxembourg,1992,39.798,0.0,0.194,0.0,0.0,11.467
1993_Luxembourg,Luxembourg,1993,40.324,0.0,0.186,0.0,0.0,11.849
1994_Luxembourg,Luxembourg,1994,38.708,0.0,0.239,0.0,0.0,10.217
1995_Luxembourg,Luxembourg,1995,33.612,0.0,0.244,0.0,0.0,5.746
1996_Luxembourg,Luxembourg,1996,34.673,0.0,0.167,0.0,0.0,5.415
1997_Luxembourg,Luxembourg,1997,33.85,0.008,0.231,0.0,0.0,3.436
1998_Luxembourg,Luxembourg,1998,32.561,0.031,0.319,0.0,0.0,1.143
1999_Luxembourg,Luxembourg,1999,34.495,0.05,0.236,0.0,0.0,1.156
2000_Luxembourg,Luxembourg,2000,36.694,0.069,0.343,0.0,0.0,1.276
2001_Luxembourg,Luxembourg,2001,39.368,0.066,0.326,0.0,0.0,1.377
2002_Luxembourg,Luxembourg,2002,43.133,0.067,0.273,0.0,0.0,0.857
2003_Luxembourg,Luxembourg,2003,45.285,0.071,0.216,0.004,0.0,0.658
2004_Luxembourg,Luxembourg,2004,51.204,0.107,0.282,0.025,0.0,0.925
2005_Luxembourg,Luxembourg,2005,51.939,0.141,0.25,0.048,0.0,0.902
2006_Luxembourg,Luxembourg,2006,50.909,0.155,0.298,0.056,0.0,1.077
2007_Luxembourg,Luxembourg,2007,48.843,0.171,0.31,0.056,0.0,0.912
2008_Luxembourg,Luxembourg,2008,48.435,0.16,0.349,0.053,0.0,0.871
2009_Luxembourg,Luxembourg,2009,46.341,0.167,0.278,0.053,0.0,0.778
2010_Luxembourg,Luxembourg,2010,48.863,0.144,0.281,0.055,0.0,0.779
2011_Luxembourg,Luxembourg,2011,47.574,0.166,0.163,0.067,0.0,0.679
2012_Luxembourg,Luxembourg,2012,46.515,0.2,0.253,0.099,0.0,0.625
2013_Luxembourg,Luxembourg,2013,44.014,0.213,0.305,0.189,0.0,0.557
2014_Luxembourg,Luxembourg,2014,42.34,0.203,0.274,0.241,0.0,0.621
2015_Luxembourg,Luxembourg,2015,40.873,0.258,0.251,0.262,0.0,0.571
2016_Luxembourg,Luxembourg,2016,40.176,0.255,0.29,0.252,0.0,0.609
2017_Luxembourg,Luxembourg,2017,41.357,0.587,0.214,0.271,0.0,0.527
2018_Luxembourg,Luxembourg,2018,43.11,0.633,0.231,0.298,0.0,0.49
2019_Luxembourg,Luxembourg,2019,43.886,0.661,0.263,0.298,0.0,0.65
1965_Malaysia,Malaysia,1965,27.293,0.0,1.631,0.0,0.0,0.174
1966_Malaysia,Malaysia,1966,31.828,0.0,1.922,0.0,0.0,0.233
1967_Malaysia,Malaysia,1967,32.104,0.0,2.014,0.0,0.0,0.14
1968_Malaysia,Malaysia,1968,32.544,0.0,2.233,0.0,0.0,0.14
1969_Malaysia,Malaysia,1969,33.61,0.0,2.817,0.0,0.0,0.174
1970_Malaysia,Malaysia,1970,37.159,0.0,3.339,0.0,0.0,0.186
1971_Malaysia,Malaysia,1971,41.709,0.0,2.906,0.0,0.0,0.477
1972_Malaysia,Malaysia,1972,47.261,0.0,3.206,0.0,0.0,1.21
1973_Malaysia,Malaysia,1973,51.18,0.0,3.078,0.0,0.0,1.151
1974_Malaysia,Malaysia,1974,52.267,0.0,2.794,0.0,0.0,1.151
1975_Malaysia,Malaysia,1975,54.391,0.0,2.792,0.0,0.0,0.105
1976_Malaysia,Malaysia,1976,60.894,0.0,2.633,0.0,0.0,0.116
1977_Malaysia,Malaysia,1977,68.452,0.0,2.136,0.0,0.0,0.128
1978_Malaysia,Malaysia,1978,94.336,0.0,2.511,0.0,0.0,0.279
1979_Malaysia,Malaysia,1979,115.341,0.0,3.065,0.0,0.0,0.395
1980_Malaysia,Malaysia,1980,123.493,0.0,3.913,0.0,0.0,0.582
1981_Malaysia,Malaysia,1981,126.334,0.0,4.337,0.0,0.0,1.082
1982_Malaysia,Malaysia,1982,136.682,0.0,4.174,0.0,0.0,0.989
1983_Malaysia,Malaysia,1983,156.977,0.0,4.859,0.0,0.0,2.57
1984_Malaysia,Malaysia,1984,164.408,0.0,9.587,0.0,0.0,2.78
1985_Malaysia,Malaysia,1985,163.501,0.0,10.468,0.0,0.0,3.71
1986_Malaysia,Malaysia,1986,183.597,0.0,11.446,0.0,0.0,2.756
1987_Malaysia,Malaysia,1987,187.361,0.0,13.794,0.0,0.0,3.803
1988_Malaysia,Malaysia,1988,197.596,0.0,15.914,0.0,0.0,3.024
1989_Malaysia,Malaysia,1989,223.715,0.0,14.707,0.0,0.0,13.921
1990_Malaysia,Malaysia,1990,246.185,0.0,11.185,0.0,0.0,15.411
1991_Malaysia,Malaysia,1991,299.294,0.0,12.359,0.0,0.0,18.154
1992_Malaysia,Malaysia,1992,324.999,0.0,11.906,0.0,0.0,19.06
1993_Malaysia,Malaysia,1993,337.88,0.0,13.481,0.0,0.0,15.934
1994_Malaysia,Malaysia,1994,365.536,0.0,18.008,0.0,0.0,17.701
1995_Malaysia,Malaysia,1995,382.513,0.0,17.272,0.0,0.0,19.398
1996_Malaysia,Malaysia,1996,431.906,0.0,14.4,0.0,0.0,19.49
1997_Malaysia,Malaysia,1997,507.705,0.0,11.592,0.0,0.0,18.851
1998_Malaysia,Malaysia,1998,470.411,0.0,12.381,0.0,0.0,20.118
1999_Malaysia,Malaysia,1999,525.623,0.0,20.978,0.0,0.0,22.547
2000_Malaysia,Malaysia,2000,588.768,0.0,19.428,0.0,0.0,28.893
2001_Malaysia,Malaysia,2001,595.698,0.0,16.741,0.0,0.0,34.53
2002_Malaysia,Malaysia,2002,640.729,0.0,14.848,0.0,0.0,42.328
2003_Malaysia,Malaysia,2003,699.176,0.0,13.867,0.0,0.0,61.784
2004_Malaysia,Malaysia,2004,744.667,0.0,15.086,0.0,0.0,77.079
2005_Malaysia,Malaysia,2005,794.46,0.0,16.158,0.0,0.0,80.066
2006_Malaysia,Malaysia,2006,825.322,0.0,16.901,0.0,0.0,84.819
2007_Malaysia,Malaysia,2007,882.037,0.0,15.823,0.0,0.0,102.822
2008_Malaysia,Malaysia,2008,909.055,0.0,20.609,0.0,0.0,113.689
2009_Malaysia,Malaysia,2009,881.416,0.0,18.076,0.0,0.0,123.463
2010_Malaysia,Malaysia,2010,910.841,0.0,16.585,0.0,0.0,171.742
2011_Malaysia,Malaysia,2011,938.526,0.0,20.877,0.0,0.0,171.684
2012_Malaysia,Malaysia,2012,1006.504,0.0,23.828,0.018,0.0,184.584
2013_Malaysia,Malaysia,2013,1048.004,0.0,30.208,0.361,0.0,175.112
2014_Malaysia,Malaysia,2014,1054.519,0.0,34.071,0.578,0.0,178.483
2015_Malaysia,Malaysia,2015,1067.692,0.0,35.224,0.691,0.0,202.297
2016_Malaysia,Malaysia,2016,1111.393,0.0,50.356,0.78,0.0,217.847
2017_Malaysia,Malaysia,2017,1112.613,0.0,67.115,0.825,0.0,241.405
2018_Malaysia,Malaysia,2018,1095.305,0.0,65.79,1.199,0.0,257.583
2019_Malaysia,Malaysia,2019,1108.253,0.0,66.97,1.965,0.0,249.354
1965_Mexico,Mexico,1965,267.118,0.0,24.619,0.0,0.0,8.022
1966_Mexico,Mexico,1966,280.665,0.0,28.106,0.0,0.0,8.557
1967_Mexico,Mexico,1967,283.973,0.0,30.603,0.0,0.0,10.499
1968_Mexico,Mexico,1968,307.383,0.0,35.117,0.0,0.0,11.006
1969_Mexico,Mexico,1969,338.786,0.0,37.239,0.0,0.0,11.157
1970_Mexico,Mexico,1970,359.663,0.0,41.681,0.0,0.0,12.513
1971_Mexico,Mexico,1971,381.74,0.0,40.478,0.0,0.0,15.709
1972_Mexico,Mexico,1972,423.655,0.0,43.142,0.0,0.0,17.362
1973_Mexico,Mexico,1973,457.604,0.0,45.475,0.0,0.0,18.613
1974_Mexico,Mexico,1974,506.962,0.0,46.411,0.0,0.0,20.563
1975_Mexico,Mexico,1975,549.22,0.0,42.172,0.0,0.0,23.618
1976_Mexico,Mexico,1976,581.217,0.0,47.931,0.0,0.0,18.125
1977_Mexico,Mexico,1977,610.272,0.0,53.314,0.0,0.0,26.07
1978_Mexico,Mexico,1978,702.86,0.0,45.047,0.0,0.0,27.181
1979_Mexico,Mexico,1979,775.901,0.0,50.022,0.0,0.0,26.703
1980_Mexico,Mexico,1980,853.725,0.0,46.972,0.0,0.0,27.038
1981_Mexico,Mexico,1981,926.552,0.0,68.383,0.0,0.0,23.899
1982_Mexico,Mexico,1982,972.852,0.0,63.678,0.0,0.0,28.621
1983_Mexico,Mexico,1983,967.501,0.0,57.592,0.0,0.0,32.584
1984_Mexico,Mexico,1984,1006.993,0.0,65.564,0.0,0.0,32.677
1985_Mexico,Mexico,1985,1045.681,0.0,78.965,0.0,0.0,35.422
1986_Mexico,Mexico,1986,1028.068,0.0,59.16,0.0,0.0,39.058
1987_Mexico,Mexico,1987,1067.338,0.0,53.57,0.0,0.0,37.773
1988_Mexico,Mexico,1988,1067.75,0.0,60.656,0.0,0.0,35.751
1989_Mexico,Mexico,1989,1120.537,0.0,70.428,0.0,0.0,39.573
1990_Mexico,Mexico,1990,1177.418,0.003,68.003,0.003,0.0,39.241
1991_Mexico,Mexico,1991,1226.221,0.003,62.848,0.006,0.0,37.955
1992_Mexico,Mexico,1992,1236.8,0.003,74.483,0.008,0.0,38.383
1993_Mexico,Mexico,1993,1240.875,0.003,74.042,0.011,0.0,43.293
1994_Mexico,Mexico,1994,1338.83,0.014,56.309,0.014,0.0,52.318
1995_Mexico,Mexico,1995,1283.753,0.019,76.663,0.014,0.0,58.259
1996_Mexico,Mexico,1996,1319.73,0.017,87.045,0.017,0.0,66.8
1997_Mexico,Mexico,1997,1352.035,0.033,73.228,0.017,0.0,66.864
1998_Mexico,Mexico,1998,1425.046,0.042,68.314,0.019,0.0,68.348
1999_Mexico,Mexico,1999,1420.0,0.047,90.868,0.019,0.0,69.548
2000_Mexico,Mexico,2000,1495.734,0.053,91.875,0.019,0.0,76.187
2001_Mexico,Mexico,2001,1488.39,0.05,78.474,0.022,0.0,83.674
2002_Mexico,Mexico,2002,1548.021,0.058,68.169,0.022,0.918,140.106
2003_Mexico,Mexico,2003,1571.816,0.052,54.085,0.022,0.905,103.318
2004_Mexico,Mexico,2004,1650.929,0.054,68.153,0.024,0.924,105.72
2005_Mexico,Mexico,2005,1751.339,0.051,74.535,0.024,1.024,133.43
2006_Mexico,Mexico,2006,1805.725,0.12,81.382,0.027,1.043,143.198
2007_Mexico,Mexico,2007,1823.536,0.659,72.621,0.024,1.005,131.584
2008_Mexico,Mexico,2008,1836.306,0.673,103.541,0.05,1.036,117.545
2009_Mexico,Mexico,2009,1852.331,1.565,70.104,0.071,1.124,119.747
2010_Mexico,Mexico,2010,1894.152,3.231,96.884,0.081,1.174,148.119
2011_Mexico,Mexico,2011,1983.096,4.272,93.994,0.106,1.086,171.327
2012_Mexico,Mexico,2012,2007.305,9.5,82.194,0.178,1.255,149.266
2013_Mexico,Mexico,2013,2016.594,10.713,71.741,0.271,1.255,148.227
2014_Mexico,Mexico,2014,1977.481,16.354,98.979,0.562,1.942,147.939
2015_Mexico,Mexico,2015,1984.575,22.123,78.148,0.622,2.06,147.651
2016_Mexico,Mexico,2016,2011.499,26.099,77.198,0.634,2.185,144.633
2017_Mexico,Mexico,2017,2035.174,26.549,79.619,2.966,2.31,176.753
2018_Mexico,Mexico,2018,2001.132,32.53,80.739,7.904,2.31,157.546
2019_Mexico,Mexico,2019,1961.967,43.578,58.91,30.802,2.341,140.977
1965_Morocco,Morocco,1965,14.146,0.0,3.369,0.0,0.0,2.114
1966_Morocco,Morocco,1966,20.24,0.0,2.928,0.0,0.0,3.241
1967_Morocco,Morocco,1967,21.856,0.0,2.589,0.0,0.0,3.227
1968_Morocco,Morocco,1968,23.296,0.0,2.939,0.0,0.0,2.9
1969_Morocco,Morocco,1969,24.936,0.0,3.8,0.0,0.0,2.898
1970_Morocco,Morocco,1970,26.367,0.0,3.739,0.0,0.0,3.323
1971_Morocco,Morocco,1971,27.785,0.0,4.222,0.0,0.0,3.477
1972_Morocco,Morocco,1972,30.171,0.0,4.433,0.0,0.0,4.297
1973_Morocco,Morocco,1973,35.231,0.0,3.311,0.0,0.0,4.257
1974_Morocco,Morocco,1974,37.477,0.0,3.714,0.0,0.0,4.216
1975_Morocco,Morocco,1975,39.106,0.0,2.822,0.0,0.0,4.792
1976_Morocco,Morocco,1976,42.688,0.0,2.772,0.0,0.0,5.2
1977_Morocco,Morocco,1977,47.154,0.0,3.792,0.0,0.0,4.91
1978_Morocco,Morocco,1978,50.15,0.0,3.933,0.0,0.0,4.95
1979_Morocco,Morocco,1979,55.925,0.0,4.394,0.0,0.0,4.828
1980_Morocco,Morocco,1980,56.296,0.0,4.208,0.0,0.0,4.628
1981_Morocco,Morocco,1981,55.922,0.0,2.844,0.0,0.0,4.917
1982_Morocco,Morocco,1982,59.058,0.0,1.589,0.0,0.0,5.478
1983_Morocco,Morocco,1983,60.949,0.0,1.336,0.0,0.0,6.785
1984_Morocco,Morocco,1984,62.122,0.0,1.017,0.0,0.0,5.828
1985_Morocco,Morocco,1985,63.866,0.0,1.35,0.0,0.0,7.699
1986_Morocco,Morocco,1986,65.634,0.0,1.786,0.0,0.0,10.455
1987_Morocco,Morocco,1987,67.126,0.0,2.292,0.0,0.0,12.13
1988_Morocco,Morocco,1988,70.719,0.0,2.6,0.0,0.0,11.967
1989_Morocco,Morocco,1989,77.426,0.0,3.214,0.0,0.0,13.212
1990_Morocco,Morocco,1990,79.148,0.0,3.389,0.0,0.0,12.746
1991_Morocco,Morocco,1991,80.179,0.0,3.406,0.0,0.0,13.886
1992_Morocco,Morocco,1992,90.929,0.0,2.678,0.0,0.0,12.874
1993_Morocco,Morocco,1993,93.456,0.0,1.231,0.0,0.0,14.061
1994_Morocco,Morocco,1994,101.971,0.0,2.333,0.0,0.0,15.677
1995_Morocco,Morocco,1995,100.645,0.0,1.697,0.0,0.0,18.992
1996_Morocco,Morocco,1996,101.327,0.0,5.436,0.0,0.0,24.307
1997_Morocco,Morocco,1997,105.194,0.0,5.786,0.0,0.0,23.155
1998_Morocco,Morocco,1998,108.957,0.0,4.936,0.0,0.0,27.621
1999_Morocco,Morocco,1999,116.053,0.0,2.292,0.0,0.0,26.412
2000_Morocco,Morocco,2000,115.151,0.178,1.994,0.0,0.0,31.227
2001_Morocco,Morocco,2001,123.768,0.568,2.38,0.0,0.0,39.693
2002_Morocco,Morocco,2002,127.038,0.532,2.309,0.0,0.0,39.472
2003_Morocco,Morocco,2003,125.651,0.553,3.928,0.0,0.0,38.06
2004_Morocco,Morocco,2004,143.366,0.538,4.308,0.0,0.0,42.101
2005_Morocco,Morocco,2005,157.734,0.555,2.595,0.0,0.0,44.148
2006_Morocco,Morocco,2006,161.042,0.49,2.626,0.0,0.0,44.892
2007_Morocco,Morocco,2007,159.466,0.741,2.396,0.0,0.0,37.596
2008_Morocco,Morocco,2008,176.278,0.787,2.417,0.0,0.0,42.616
2009_Morocco,Morocco,2009,167.05,1.026,6.738,0.0,0.0,31.47
2010_Morocco,Morocco,2010,183.009,1.718,9.042,0.0,0.0,32.415
2011_Morocco,Morocco,2011,196.694,1.794,5.197,0.0,0.0,34.626
2012_Morocco,Morocco,2012,201.169,1.875,4.201,0.0,0.0,35.171
2013_Morocco,Morocco,2013,202.314,3.11,7.13,0.0,0.0,34.902
2014_Morocco,Morocco,2014,206.634,4.896,4.167,0.0,0.0,46.953
2015_Morocco,Morocco,2015,208.22,6.373,4.769,0.014,0.0,51.697
2016_Morocco,Morocco,2016,210.017,7.545,3.158,1.01,0.0,49.816
2017_Morocco,Morocco,2017,220.636,7.587,2.962,1.038,0.0,51.781
2018_Morocco,Morocco,2018,223.883,9.546,4.209,2.361,0.0,59.892
2019_Morocco,Morocco,2019,244.938,11.636,3.127,3.916,0.0,77.515
1985_Netherlands,Netherlands,1985,810.369,0.0,0.008,0.0,0.0,73.889
1986_Netherlands,Netherlands,1986,849.901,0.003,0.008,0.0,0.0,76.111
1987_Netherlands,Netherlands,1987,869.095,0.006,0.003,0.0,0.0,80.278
1988_Netherlands,Netherlands,1988,871.224,0.044,0.006,0.0,0.0,96.111
1989_Netherlands,Netherlands,1989,874.004,0.064,0.103,0.0,0.0,95.278
1990_Netherlands,Netherlands,1990,898.243,0.156,0.236,0.0,0.0,101.667
1991_Netherlands,Netherlands,1991,915.656,0.244,0.289,0.0,0.0,93.611
1992_Netherlands,Netherlands,1992,925.143,0.408,0.333,0.003,0.0,93.333
1993_Netherlands,Netherlands,1993,932.22,0.483,0.256,0.003,0.0,94.167
1994_Netherlands,Netherlands,1994,921.556,0.661,0.278,0.0,0.0,100.278
1995_Netherlands,Netherlands,1995,959.114,0.881,0.244,0.003,0.0,103.611
1996_Netherlands,Netherlands,1996,999.572,1.214,0.222,0.006,0.0,100.0
1997_Netherlands,Netherlands,1997,985.666,1.319,0.256,0.006,0.0,97.222
1998_Netherlands,Netherlands,1998,987.823,1.778,0.312,0.01,0.0,99.167
1999_Netherlands,Netherlands,1999,975.017,1.792,0.251,0.015,0.0,86.945
2000_Netherlands,Netherlands,2000,986.378,2.303,0.396,0.021,0.0,90.278
2001_Netherlands,Netherlands,2001,1024.025,2.277,0.324,0.036,0.0,96.111
2002_Netherlands,Netherlands,2002,1022.691,2.594,0.301,0.047,0.0,96.667
2003_Netherlands,Netherlands,2003,1029.643,3.591,0.196,0.084,0.0,100.0
2004_Netherlands,Netherlands,2004,1061.811,5.054,0.259,0.09,0.0,98.611
2005_Netherlands,Netherlands,2005,1078.146,5.56,0.237,0.092,0.0,94.167
2006_Netherlands,Netherlands,2006,1054.879,7.308,0.281,0.094,0.477,89.722
2007_Netherlands,Netherlands,2007,1069.354,9.13,0.284,0.095,3.854,97.778
2008_Netherlands,Netherlands,2008,1051.266,11.241,0.264,0.103,3.368,92.5
2009_Netherlands,Netherlands,2009,1030.884,12.024,0.255,0.117,4.408,87.222
2010_Netherlands,Netherlands,2010,1095.291,10.411,0.272,0.155,2.735,87.778
2011_Netherlands,Netherlands,2011,1042.319,13.217,0.148,0.26,3.82,86.583
2012_Netherlands,Netherlands,2012,1006.845,12.832,0.269,0.654,3.963,95.139
2013_Netherlands,Netherlands,2013,979.321,14.407,0.293,1.321,3.786,95.195
2014_Netherlands,Netherlands,2014,920.421,14.754,0.285,1.997,4.432,105.306
2015_Netherlands,Netherlands,2015,928.086,19.099,0.235,2.837,3.806,128.083
2016_Netherlands,Netherlands,2016,944.085,20.547,0.252,3.922,3.053,118.695
2017_Netherlands,Netherlands,2017,923.95,26.422,0.152,5.511,4.749,106.389
2018_Netherlands,Netherlands,2018,916.524,26.255,0.18,9.179,7.279,95.5
2019_Netherlands,Netherlands,2019,901.859,28.372,0.184,12.85,8.43,74.028
1965_New Zealand,New Zealand,1965,51.768,0.0,27.83,0.0,0.0,19.131
1966_New Zealand,New Zealand,1966,54.742,0.0,30.015,0.0,0.0,18.608
1967_New Zealand,New Zealand,1967,54.943,0.0,31.169,0.0,0.0,16.991
1968_New Zealand,New Zealand,1968,54.987,0.0,32.704,0.0,0.0,15.991
1969_New Zealand,New Zealand,1969,56.903,0.0,32.323,0.0,0.0,16.398
1970_New Zealand,New Zealand,1970,64.73,0.0,35.196,0.0,0.0,16.41
1971_New Zealand,New Zealand,1971,64.675,0.0,39.983,0.0,0.0,14.596
1972_New Zealand,New Zealand,1972,69.535,0.0,42.402,0.0,0.0,14.956
1973_New Zealand,New Zealand,1973,74.809,0.0,41.935,0.0,0.0,16.945
1974_New Zealand,New Zealand,1974,74.044,0.0,42.191,0.0,0.0,17.445
1975_New Zealand,New Zealand,1975,71.583,0.0,46.288,0.0,0.0,16.417
1976_New Zealand,New Zealand,1976,79.114,0.0,43.053,0.0,0.0,16.917
1977_New Zealand,New Zealand,1977,84.058,0.0,40.889,0.0,0.0,16.111
1978_New Zealand,New Zealand,1978,79.745,0.0,43.499,0.0,0.0,14.861
1979_New Zealand,New Zealand,1979,73.766,0.0,51.232,0.0,0.0,13.25
1980_New Zealand,New Zealand,1980,71.291,0.0,53.791,0.0,0.0,13.628
1981_New Zealand,New Zealand,1981,70.596,0.0,54.666,0.0,0.0,13.578
1982_New Zealand,New Zealand,1982,78.86,0.0,50.845,0.0,0.0,13.311
1983_New Zealand,New Zealand,1983,80.072,0.0,54.865,0.0,0.0,14.749
1984_New Zealand,New Zealand,1984,85.582,0.0,56.602,0.0,0.0,13.717
1985_New Zealand,New Zealand,1985,89.573,0.0,54.744,0.0,0.0,12.666
1986_New Zealand,New Zealand,1986,95.178,0.0,61.383,0.0,0.0,14.557
1987_New Zealand,New Zealand,1987,98.843,0.0,60.913,0.0,0.0,12.15
1988_New Zealand,New Zealand,1988,102.532,0.0,63.785,0.0,0.0,13.166
1989_New Zealand,New Zealand,1989,85.247,0.0,62.664,0.0,0.0,14.334
1990_New Zealand,New Zealand,1990,110.499,0.0,64.404,0.0,0.0,13.928
1991_New Zealand,New Zealand,1991,114.638,0.0,63.596,0.0,0.0,13.281
1992_New Zealand,New Zealand,1992,120.036,0.002,58.591,0.0,0.0,14.624
1993_New Zealand,New Zealand,1993,118.756,0.003,65.258,0.0,0.0,14.406
1994_New Zealand,New Zealand,1994,122.869,0.003,71.77,0.0,0.0,13.618
1995_New Zealand,New Zealand,1995,126.101,0.003,76.485,0.0,0.0,13.655
1996_New Zealand,New Zealand,1996,133.198,0.023,72.73,0.0,0.0,13.458
1997_New Zealand,New Zealand,1997,141.363,0.038,64.606,0.0,0.0,14.528
1998_New Zealand,New Zealand,1998,134.738,0.061,70.332,0.0,0.0,13.247
1999_New Zealand,New Zealand,1999,142.84,0.108,63.665,0.0,0.0,13.571
2000_New Zealand,New Zealand,2000,147.255,0.334,67.875,0.0,0.0,12.86
2001_New Zealand,New Zealand,2001,154.113,0.384,59.834,0.0,0.0,15.927
2002_New Zealand,New Zealand,2002,153.801,0.426,68.2,0.0,0.0,15.919
2003_New Zealand,New Zealand,2003,151.137,0.399,64.357,0.0,0.0,22.974
2004_New Zealand,New Zealand,2004,148.118,0.979,73.739,0.0,0.0,23.739
2005_New Zealand,New Zealand,2005,149.945,1.653,62.748,0.0,0.0,26.427
2006_New Zealand,New Zealand,2006,150.967,1.663,63.01,0.0,0.0,26.022
2007_New Zealand,New Zealand,2007,149.492,2.47,62.795,0.009,0.0,19.721
2008_New Zealand,New Zealand,2008,151.921,2.794,58.991,0.009,0.0,24.472
2009_New Zealand,New Zealand,2009,143.95,3.873,63.533,0.009,0.0,18.819
2010_New Zealand,New Zealand,2010,145.097,4.269,64.471,0.01,0.0,16.072
2011_New Zealand,New Zealand,2011,143.934,5.072,65.073,0.011,0.0,16.27
2012_New Zealand,New Zealand,2012,150.971,5.356,58.976,0.012,0.0,20.272
2013_New Zealand,New Zealand,2013,151.438,5.176,58.96,0.018,0.0,17.878
2014_New Zealand,New Zealand,2014,157.081,5.627,61.887,0.047,0.0,16.51
2015_New Zealand,New Zealand,2015,157.54,5.981,62.055,0.092,0.0,16.673
2016_New Zealand,New Zealand,2016,156.047,5.861,65.19,0.142,0.0,13.796
2017_New Zealand,New Zealand,2017,162.222,5.216,62.949,0.191,0.0,14.536
2018_New Zealand,New Zealand,2018,157.955,5.139,65.34,0.247,0.0,15.088
2019_New Zealand,New Zealand,2019,164.422,5.584,63.355,0.314,0.0,17.235
1965_Norway,Norway,1965,69.194,0.0,137.367,0.0,0.0,8.877
1966_Norway,Norway,1966,76.258,0.0,135.4,0.0,0.0,8.174
1967_Norway,Norway,1967,79.072,0.0,148.058,0.0,0.0,8.581
1968_Norway,Norway,1968,87.141,0.0,167.236,0.0,0.0,8.735
1969_Norway,Norway,1969,95.921,0.0,159.364,0.0,0.0,9.731
1970_Norway,Norway,1970,106.964,0.0,160.578,0.0,0.0,9.94
